Row ID,Order ID,Data da Venda,Prioridade,Quantidade,Valor da Venda,Desconto,Forma de Envio,Lucro,Preço Unitário,Custo de Envio,Nome do Cliente,Cidade,CEP,Estado,Região,País,Segmento do Cliente,Categoria do Produto,Sub-Categoria do Produto,Nome do Produto,Embalagem,Margem,Data de Envio
4838,34407,7/31/2010,Baixa,41,"1484,89","0,03",Aéreo Normal,"220,99","35,89","14,72",Rachel Payne,Loanda,32503,Paraná,Sul,Brasil,Consumidor,Material de Escritório,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Small Box,"0,4",7/31/2010
5592,39650,7/30/2010,Não Especificada,47,"329,06","0,08",Aéreo Normal,"-175,15","7,28","7,98",Jessica Myrick,São Paulo,15131,São Paulo,Sudeste,Brasil,Pequenas Empresas,Mobiliário,Mobiliário de Escritório,"Master Caster Door Stop, Large Neon Orange",Wrap Bag,"0,42",7/31/2010
7256,51780,7/24/2010,Baixa,11,"32,03","0,09",Aéreo Normal,"7,41","3,15","0,5",Rob Beeghly,Florianópolis,70003,Santa Catarina,Sul,Brasil,Consumidor,Material de Escritório,Etiquetas,Avery 520,Small Box,"0,37",7/31/2010
7258,51780,7/24/2010,Baixa,42,"372,69","0,01",Aéreo Rápido,"-177,03","8,04","8,94",Rob Beeghly,Cuiabá,63129,Mato Grosso,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,"0,4",7/31/2010
7849,56128,7/30/2010,Média,19,"657,232","0,1",Transporte Rodoviário,"33,99","44,43","46,59",Hallie Redmond,Ribeirão Pires,17112,São Paulo,Sudeste,Brasil,Pequenas Empresas,Mobiliário,Mesas,Hon 61000 Series Interactive Training Tables,Jumbo Box,"0,67",7/31/2010
8007,57216,7/29/2010,Alta,48,"109,78","0,03",Aéreo Normal,"4,48","2,2","1,2",Ruben Dartt,Feira de Santana,98027,Bahia,Nordeste,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,"Sanford Uni-Blazer™ View Highlighters, Chisel Tip, Yellow",Wrap Bag,"0,41",7/31/2010
458,3109,7/23/2010,Baixa,47,"1005,74","0,1",Aéreo Normal,"199,30","22,23","8,99",Liz MacKendrick,Douradina,69101,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Small Pack,"0,41",7/30/2010
459,3109,7/23/2010,Baixa,37,"6477,7395","0,01",Aéreo Normal,"1653,97","205,99","8,99",Liz MacKendrick,Douradina,69101,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,Talkabout T8097,Small Box,"0,58",7/30/2010
760,5445,7/25/2010,Baixa,4,"29,42","0,06",Aéreo Rápido,"14,43","3,69","0,5",Michael Dominguez,Alexânia,54703,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Etiquetas,Avery 52,Small Box,"0,38",7/30/2010
2888,20832,7/30/2010,Não Especificada,47,"88,7","0,06",Aéreo Normal,"-20,45","1,88","1,49",Eugene Moren,Florianópolis,40422,Santa Catarina,Sul,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,Staples® General Use 3-Ring Binders,Small Box,"0,37",7/30/2010
3592,25634,7/29/2010,Não Especificada,26,"626,07","0,03",Aéreo Rápido,"185,32","23,99","6,71",Mike Pelletier,Goiânia,60025,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,"0,35",7/30/2010
3683,26341,7/28/2010,Crítica,8,"1095,27","0,03",Transporte Rodoviário,"-281,22","124,49","51,94",Karen Ferguson,São Paulo,11741,São Paulo,Sudeste,Brasil,Corporativo,Mobiliário,Mesas,Bevis 36 x 72 Conference Tables,Jumbo Box,"0,63",7/30/2010
4461,31809,7/28/2010,Alta,1,15,"0,1",Aéreo Normal,"-13,74","9,78","5,76",Lauren Leatherbury,São Luís,87105,Maranhão,Nordeste,Brasil,Corporativo,Material de Escritório,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,"0,35",7/30/2010
6784,48321,7/29/2010,Alta,31,"5875,66","0,02",Aéreo Normal,"1856,12","178,47","19,99",Tim Brockman,Aracajú,83301,Sergipe,Nordeste,Brasil,Consumidor,Material de Escritório,Armazenamento e Organização,"Hot File® 7-Pocket, Floor Stand",Small Box,"0,55",7/30/2010
7152,51041,7/29/2010,Alta,47,"2766,818","0,03",Aéreo Normal,"846,95","65,99","5,92",Neil Ducich,Anápolis,55432,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,252,Small Box,"0,55",7/30/2010
7705,55234,7/28/2010,Baixa,5,"17,06","0,03",Aéreo Normal,"-7,54","2,98","2,03",Tiffany House,Erval Seco,29418,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Wrap Bag,"0,57",7/30/2010
7848,56128,7/30/2010,Média,41,"902,19","0,08",Aéreo Normal,"-49,66","22,99","8,99",Hallie Redmond,Ribeirão Pires,16509,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,Boston KS Multi-Size Manual Pencil Sharpener,Small Pack,"0,57",7/30/2010
8040,57440,7/23/2010,Baixa,12,"1171,232","0,04",Aéreo Rápido,"-43,25","115,99","2,5",Rob Williams,Maceió,85224,Alagoas,Nordeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,DPC 650 Piper,Small Box,"0,58",7/30/2010
2307,16640,7/27/2010,Baixa,6,"652,33","0,09",Transporte Rodoviário,"-227,51","113,98",30,Stewart Visinsky,São Paulo,12306,São Paulo,Sudeste,Brasil,Corporativo,Mobiliário,Cadeiras,Hon Comfortask® Task/Swivel Chairs,Jumbo Drum,"0,69",7/29/2010
2510,18241,7/27/2010,Baixa,3,"64,5","0,05",Aéreo Normal,"-55,11","20,89","1,99",Denny Blanton,São Paulo,43015,São Paulo,Sudeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,"0,48",7/29/2010
2511,18241,7/27/2010,Baixa,25,"9944,49","0,08",Transporte Rodoviário,"-969,05","400,98","76,37",Denny Blanton,São Paulo,43015,São Paulo,Sudeste,Brasil,Escritório em Casa,Mobiliário,Mesas,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,"0,6",7/29/2010
2751,19843,7/29/2010,Média,33,"4416,651","0,02",Aéreo Normal,"1020,41","155,99","8,99",Eugene Moren,João Pessoa,80303,Paraíba,Nordeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,LX 788,Small Box,"0,58",7/29/2010
6688,47584,7/27/2010,Crítica,4,"20,19","0,03",Aéreo Normal,"1,30","4,91","0,5",Bryan Spruell,Recife,95051,Pernambuco,Nordeste,Brasil,Escritório em Casa,Material de Escritório,Etiquetas,Avery 508,Small Box,"0,36",7/29/2010
7362,52480,7/27/2010,Não Especificada,47,"1020,88","0,08",Aéreo Normal,"173,94","22,72","8,99",Anne Pryor,Ribeirão Pires,11580,São Paulo,Sudeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,"0,44",7/29/2010
8006,57216,7/29/2010,Alta,46,"12719,7","0,03",Transporte Rodoviário,"-545,82","280,98",57,Ruben Dartt,Feira de Santana,98023,Bahia,Nordeste,Brasil,Corporativo,Mobiliário,Cadeiras,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,"0,78",7/29/2010
2656,19205,7/26/2010,Média,31,"107,97",0,Aéreo Normal,"2,36","3,26","1,86",Odella Nelson,São Paulo,18705,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Wrap Bag,"0,41",7/28/2010
3362,24064,7/25/2010,Média,23,"6366,52","0,07",Transporte Rodoviário,"935,80","297,64","14,7",Sanjit Chand,Cuiabá,50322,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Máquinas de Escritório,Panasonic KX-P3200 Dot Matrix Printer,Jumbo Drum,"0,57",7/28/2010
4063,28932,7/21/2010,Baixa,18,"98,94","0,1",Aéreo Normal,"-12,59","5,85","2,27",Gary Mitchum,Formosa,78596,Goiás,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Canetas e materiais de arte,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,"0,56",7/28/2010
4360,31073,7/25/2010,Média,39,"1818,76","0,02",Aéreo Normal,"843,12","46,94","6,77",Arthur Prichep,São Paulo,44106,São Paulo,Sudeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Small Box,"0,44",7/28/2010
5086,36262,7/27/2010,Não Especificada,23,"164,02","0,03",Aéreo Rápido,"-47,64","6,68","6,15",Aaron Bergman,Feira de Santana,98221,Bahia,Nordeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1968,Small Box,"0,37",7/28/2010
5087,36262,7/27/2010,Não Especificada,23,"136,81","0,01",Aéreo Normal,"-30,51","5,68","3,6",Aaron Bergman,Feira de Santana,98221,Bahia,Nordeste,Brasil,Corporativo,Material de Escritório,"Tesouras, réguas e aparadores",Acme® Preferred Stainless Steel Scissors,Small Pack,"0,56",7/28/2010
5652,40005,7/25/2010,Alta,20,"873,82","0,1",Aéreo Normal,"244,45","45,98","4,8",Mark Packer,Vitória,04401,Espírito Santo,Sudeste,Brasil,Pequenas Empresas,Mobiliário,Mobiliário de Escritório,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Wrap Bag,"0,68",7/28/2010
6689,47584,7/27/2010,Crítica,43,"74,99","0,08",Aéreo Normal,"-8,95","1,82","0,83",Bryan Spruell,Recife,95051,Pernambuco,Nordeste,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,Newell 307,Wrap Bag,"0,57",7/28/2010
7036,50210,7/19/2010,Baixa,15,"31,32",0,Aéreo Normal,"-30,26","1,86","2,58",Michelle Arnett,Cuiabá,52302,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Elásticos,"Super Bands, 12/Pack",Wrap Bag,"0,82",7/28/2010
1822,13090,7/26/2010,Não Especificada,15,"150,2","0,02",Aéreo Normal,"12,97","9,27","4,39",David Bremer,Recife,92374,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Papel,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Wrap Bag,"0,38",7/27/2010
2655,19205,7/26/2010,Média,47,"1291,35","0,04",Aéreo Normal,"479,62","26,38","5,86",Odella Nelson,São Paulo,18705,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Papel,Xerox 1935,Small Box,"0,39",7/27/2010
3209,23041,7/20/2010,Baixa,21,"173,7","0,02",Aéreo Normal,"-31,59","7,68","6,16",Tracy Zic,Curitiba,33404,Paraná,Sul,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,GBC VeloBinder Strips,Small Box,"0,35",7/27/2010
3211,23041,7/20/2010,Baixa,10,"2642,95","0,08",Transporte Rodoviário,"-474,49","262,11","62,74",Tracy Zic,Curitiba,33404,Paraná,Sul,Brasil,Consumidor,Mobiliário,Mesas,Bevis Boat-Shaped Conference Table,Jumbo Box,"0,75",7/27/2010
3318,23719,7/25/2010,Crítica,17,"122,74","0,08",Aéreo Normal,"-28,13","7,28","5,47",Brian Stugart,Recife,95336,Pernambuco,Nordeste,Brasil,Consumidor,Material de Escritório,Papel,Southworth Structures Collection™,Small Box,"0,35",7/27/2010
4959,35271,7/26/2010,Alta,19,"1083,4015","0,02",Aéreo Normal,"64,53","65,99","8,99",Dean Percer,Vitória,04101,Espírito Santo,Sudeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,5180,Small Box,"0,56",7/27/2010
5088,36262,7/27/2010,Não Especificada,26,"4701,69",0,Aéreo Rápido,"1148,90","205,99","2,5",Aaron Bergman,Feira de Santana,98221,Bahia,Nordeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,V70,Small Box,"0,59",7/27/2010
5348,38017,7/20/2010,Baixa,27,"2846,361","0,08",Aéreo Normal,"453,65","125,99","7,69",Seth Vernon,Brasília,67801,Distrito Federal,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,StarTAC 3000,Small Box,"0,59",7/27/2010
6377,45254,7/26/2010,Alta,45,"3327,84","0,06",Transporte Rodoviário,"-3033,57","70,89","89,3",Corey Lock,Recife,92691,Pernambuco,Nordeste,Brasil,Escritório em Casa,Mobiliário,Mesas,KI Conference Tables,Jumbo Box,"0,69",7/27/2010
6687,47556,7/25/2010,Baixa,29,"475,58","0,04",Aéreo Normal,"108,21","15,98",4,Vivek Sundaresam,Vitória,20814,Espírito Santo,Sudeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,Logitech Access Keyboard,Small Box,"0,37",7/27/2010
2158,15463,7/24/2010,Baixa,48,"293,3","0,04",Aéreo Rápido,"-193,48","5,98","7,5",Evan Minnotte,Campo Grande,46324,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1920,Small Box,"0,4",7/26/2010
6353,45030,7/24/2010,Alta,1,"18,16","0,03",Aéreo Normal,"-7,25","12,28","6,13",Giulietta Dortch,São Paulo,07067,São Paulo,Sudeste,Brasil,Consumidor,Material de Escritório,Armazenamento e Organização,Recycled Eldon Regeneration Jumbo File,Small Box,"0,57",7/26/2010
6437,45762,7/21/2010,Baixa,21,"793,85","0,01",Aéreo Normal,"308,53","37,94","5,08",Barry Weirich,Recife,94404,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Papel,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,"0,38",7/26/2010
7255,51780,7/24/2010,Baixa,26,"1846,2","0,04",Transporte Rodoviário,"-584,93","68,81",60,Rob Beeghly,Florianópolis,70003,Santa Catarina,Sul,Brasil,Consumidor,Material de Escritório,Eletrodomésticos,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,"0,41",7/26/2010
2139,15271,7/25/2010,Crítica,18,"2389,3","0,01",Aéreo Normal,"589,38","128,24","12,65",Elpida Rittenbach,Belo Horizonte,19805,Minas Gerais,Sudeste,Brasil,Consumidor,Mobiliário,Cadeiras,SAFCO Folding Chair Trolley,Medium Box,,7/25/2010
2140,15271,7/25/2010,Crítica,7,"222,258","0,03",Aéreo Normal,"-77,90","35,99","1,25",Elpida Rittenbach,Belo Horizonte,19805,Minas Gerais,Sudeste,Brasil,Consumidor,Tecnologia,Telefones e Comunicação,Accessory13,Small Pack,"0,57",7/25/2010
3298,23559,7/18/2010,Baixa,14,"425,67","0,03",Aéreo Rápido,"166,57","28,53","1,49",Cynthia Arntzen,Porto Alegre,37174,Rio Grande do Sul,Sul,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,Lock-Up Easel 'Spel-Binder',Small Box,"0,38",7/25/2010
3691,26373,7/22/2010,Média,7,"285,08","0,08",Aéreo Normal,"2,30","40,98","5,33",Anna Andreadi,Belém,60110,Pará,Norte,Brasil,Pequenas Empresas,Material de Escritório,Eletrodomésticos,Belkin 8 Outlet Surge Protector,Small Box,"0,57",7/25/2010
4361,31073,7/25/2010,Média,26,"4322,26","0,07",Aéreo Normal,"-618,95","167,27",35,Arthur Prichep,São Paulo,44106,São Paulo,Sudeste,Brasil,Escritório em Casa,Material de Escritório,Armazenamento e Organização,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Large Box,"0,85",7/25/2010
4543,32323,7/23/2010,Alta,38,"259,7175","0,02",Aéreo Normal,"-118,48","7,99","5,03",Lena Radford,São Paulo,44017,São Paulo,Sudeste,Brasil,Pequenas Empresas,Tecnologia,Telefones e Comunicação,Bell Sonecor JB700 Caller ID,Medium Box,"0,6",7/25/2010
4927,35046,7/24/2010,Média,13,"3583,87","0,07",Transporte Rodoviário,"-113,08","284,98","69,55",Cari Sayre,Natal,84604,Rio Grande do Norte,Nordeste,Brasil,Corporativo,Mobiliário,Cadeiras,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Jumbo Drum,"0,6",7/25/2010
4928,35046,7/24/2010,Média,45,"4951,36","0,03",Aéreo Rápido,"1759,72","107,53","5,81",Cari Sayre,Natal,84604,Rio Grande do Norte,Nordeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,"0,65",7/25/2010
5653,40005,7/25/2010,Alta,9,"130,43","0,03",Aéreo Normal,"-8,70","13,48","4,51",Mark Packer,São Paulo,07047,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Armazenamento e Organização,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,"0,59",7/25/2010
7960,56869,7/23/2010,Baixa,10,"842,19",0,Aéreo Normal,"157,45","80,98","4,5",Natalie Webber,Recife,94025,Pernambuco,Nordeste,Brasil,Consumidor,Material de Escritório,Eletrodomésticos,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Small Box,"0,59",7/25/2010
2242,16165,7/22/2010,Não Especificada,4,"136,68","0,01",Aéreo Rápido,"-125,16","30,73",4,Hallie Redmond,Cuiabá,63135,Mato Grosso,Centro-Oeste,Brasil,Pequenas Empresas,Tecnologia,Periféricos,Fellowes 17-key keypad for PS/2 interface,Small Box,"0,75",7/24/2010
3749,26784,7/23/2010,Crítica,12,"1466,95","0,02",Transporte Rodoviário,"-64,14","120,98",30,Christy Brittain,São Paulo,07067,São Paulo,Sudeste,Brasil,Consumidor,Mobiliário,Cadeiras,Hon Every-Day® Chair Series Swivel Task Chairs,Jumbo Drum,"0,64",7/24/2010
3750,26784,7/23/2010,Crítica,33,"440,23","0,09",Aéreo Normal,"-37,94","13,99","7,51",Christy Brittain,São Paulo,07506,São Paulo,Sudeste,Brasil,Consumidor,Tecnologia,Máquinas de Escritório,Sharp EL500L Fraction Calculator,Medium Box,"0,39",7/24/2010
4496,32002,7/20/2010,Baixa,37,"1196,2","0,03",Aéreo Normal,"-73,77","30,98","6,5",Jim Kriz,São Paulo,45014,São Paulo,Sudeste,Brasil,Consumidor,Tecnologia,Periféricos,Logitech Internet Navigator Keyboard,Small Box,"0,79",7/24/2010
4541,32323,7/23/2010,Alta,3,"28,75","0,01",Aéreo Normal,"-31,43","8,46","3,62",Lena Radford,São Paulo,44017,São Paulo,Sudeste,Brasil,Pequenas Empresas,Tecnologia,Periféricos,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Small Pack,"0,61",7/24/2010
4926,35046,7/24/2010,Média,21,"151,86","0,1",Aéreo Rápido,"-54,67","7,1","6,05",Cari Sayre,Natal,84604,Rio Grande do Norte,Nordeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,"Wilson Jones Hanging View Binder, White, 1""",Small Box,"0,39",7/24/2010
5347,38017,7/20/2010,Baixa,26,"122,51","0,06",Aéreo Normal,"45,14","4,98","0,8",Seth Vernon,Brasília,67801,Distrito Federal,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Papel,Rediform S.O.S. Phone Message Books,Wrap Bag,"0,36",7/24/2010
5749,40833,7/15/2010,Baixa,48,"2688,0825","0,04",Aéreo Normal,"844,82","65,99","2,5",Michelle Huthwaite,Vitória,20735,Espírito Santo,Sudeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,V8160,Small Box,"0,56",7/24/2010
7035,50210,7/19/2010,Baixa,47,"178,51",0,Aéreo Normal,"82,30","3,75","0,5",Michelle Arnett,Cuiabá,52302,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Etiquetas,Avery 510,Small Box,"0,37",7/24/2010
7257,51780,7/24/2010,Baixa,44,"185,82","0,05",Aéreo Rápido,"11,45","4,2","2,26",Rob Beeghly,Florianópolis,70003,Santa Catarina,Sul,Brasil,Consumidor,Material de Escritório,Papel,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Wrap Bag,"0,36",7/24/2010
2243,16165,7/22/2010,Não Especificada,24,"1452,48","0,07",Aéreo Rápido,"376,52","62,18","10,84",Hallie Redmond,Cuiabá,63135,Mato Grosso,Centro-Oeste,Brasil,Pequenas Empresas,Mobiliário,Mobiliário de Escritório,Deflect-o Glass Clear Studded Chair Mats,Medium Box,"0,63",7/23/2010
3299,23559,7/18/2010,Baixa,9,"173,44","0,02",Aéreo Normal,"-34,63","17,98","8,51",Cynthia Arntzen,Porto Alegre,37174,Rio Grande do Sul,Sul,Brasil,Escritório em Casa,Tecnologia,Máquinas de Escritório,Canon P1-DHIII Palm Printing Calculator,Medium Box,"0,4",7/23/2010
3367,24069,7/16/2010,Baixa,21,"7981,2","0,02",Transporte Rodoviário,"-592,52","376,13","85,63",Anne Pryor,São Paulo,12180,São Paulo,Sudeste,Brasil,Escritório em Casa,Mobiliário,Mesas,Bretford Rectangular Conference Table Tops,Jumbo Box,"0,74",7/23/2010
4542,32323,7/23/2010,Alta,3,"75,81","0,06",Aéreo Normal,"-21,13","22,84","8,18",Lena Radford,São Paulo,44017,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Papel,Xerox 1991,Small Box,"0,39",7/23/2010
5856,41569,7/21/2010,Crítica,16,"60,76","0,03",Aéreo Normal,"5,25","3,7","1,61",Khloe Miller,Anápolis,48080,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,3M Hangers With Command Adhesive,Wrap Bag,"0,44",7/23/2010
5935,42086,7/22/2010,Alta,18,"50,15","0,09",Aéreo Normal,"-2,39","2,78","0,97",Erin Smith,Goianésia,77573,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,Newell 339,Wrap Bag,"0,59",7/23/2010
2244,16165,7/22/2010,Não Especificada,19,"3555,29","0,09",Aéreo Rápido,"183,28","193,17","19,99",Hallie Redmond,Cuiabá,63135,Mato Grosso,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Armazenamento e Organização,Fellowes Staxonsteel® Drawer Files,Small Box,"0,71",7/22/2010
3210,23041,7/20/2010,Baixa,5,"1811,25","0,08",Aéreo Normal,"203,44","367,99","19,99",Tracy Zic,Curitiba,33404,Paraná,Sul,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,Ibico Ibimaster 300 Manual Binding System,Small Box,"0,4",7/22/2010
5855,41569,7/21/2010,Crítica,49,"617,34","0,06",Aéreo Normal,"47,10","12,28","6,47",Kean Nguyen,São Paulo,44903,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1881,Small Box,"0,38",7/22/2010
6504,46310,7/21/2010,Alta,29,"1935,25","0,04",Aéreo Normal,"652,19","63,98","11,55",Annie Thurman,Cuiabá,63114,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,GBC DocuBind P50 Personal Binding Machine,Small Box,"0,38",7/22/2010
6505,46310,7/21/2010,Alta,13,"278,5","0,1",Aéreo Normal,"-6,23","22,01","5,53",Annie Thurman,Cuiabá,63114,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,Boston 16801 Nautilus™ Battery Pencil Sharpener,Small Pack,"0,59",7/22/2010
7846,56101,7/19/2010,Não Especificada,44,"5347,13","0,08",Aéreo Normal,"1886,41","122,99","19,99",Bill Donatelli,Fátima do Sul,68502,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,GBC Therma-A-Bind 250T Electric Binding System,Small Box,"0,37",7/22/2010
1420,10306,7/21/2010,Baixa,20,"310,31","0,02",Aéreo Normal,"51,50","14,58","7,4",Lela Donovan,Anápolis,48195,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,DAX Clear Channel Poster Frame,Small Box,"0,48",7/21/2010
2223,16065,7/20/2010,Alta,14,"54,99","0,06",Aéreo Normal,"8,07",4,"1,3",Ruben Ausman,Formosa,75460,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Papel,EcoTones® Memo Sheets,Wrap Bag,"0,37",7/21/2010
2393,17344,7/19/2010,Crítica,40,"2405,4575","0,01",Aéreo Normal,"571,54","65,99","7,69",Rob Dowd,Anápolis,48071,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,5190,Small Box,"0,59",7/21/2010
4062,28932,7/21/2010,Baixa,24,"269,57",0,Aéreo Rápido,"33,47","10,4","5,4",Gary Mitchum,Formosa,76086,Goiás,Centro-Oeste,Brasil,Consumidor,Mobiliário,Mobiliário de Escritório,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Small Pack,"0,51",7/21/2010
6506,46310,7/21/2010,Alta,42,"5423,58","0,01",Aéreo Normal,"1361,56","120,33","19,99",Annie Thurman,Cuiabá,63114,Mato Grosso,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Armazenamento e Organização,Iceberg Mobile Mega Data/Printer Cart ®,Small Box,"0,59",7/21/2010
6930,49472,7/16/2010,Baixa,23,"103,2","0,02",Aéreo Normal,"17,89","4,28","0,94",Robert Barroso,Vitória,04210,Espírito Santo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,Newell 336,Wrap Bag,"0,56",7/21/2010
6931,49472,7/16/2010,Baixa,15,"144,14","0,05",Aéreo Normal,"12,09","9,78","1,99",Robert Barroso,Belo Horizonte,01901,Minas Gerais,Sudeste,Brasil,Pequenas Empresas,Tecnologia,Periféricos,"Memorex Slim 80 Minute CD-R, 10/Pack",Small Pack,"0,43",7/21/2010
7037,50242,7/19/2010,Não Especificada,8,"1391,7645","0,08",Aéreo Normal,"-426,07","205,99","8,99",Ross Baird,Maringá,33160,Paraná,Sul,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,TimeportP7382,Small Box,"0,56",7/21/2010
7845,56101,7/19/2010,Não Especificada,1,"21,45","0,01",Aéreo Normal,"-7,22","14,42","6,75",Bill Donatelli,Fátima do Sul,68502,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Eletrodomésticos,Holmes Odor Grabber,Medium Box,"0,52",7/21/2010
8010,57249,7/20/2010,Alta,30,"1775,33","0,05",Aéreo Normal,"365,25","60,65","12,23",David Kendrick,Rio de Janeiro,02914,Rio de Janeiro,Sudeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Medium Box,"0,64",7/21/2010
8082,57639,7/21/2010,Crítica,24,"2239,52","0,04",Aéreo Normal,"330,50","95,46","18,13",John Castell,São Vicente,44118,São Paulo,Sudeste,Brasil,Consumidor,Mobiliário,Mobiliário de Escritório,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Large Box,"0,56",7/21/2010
